,PhaA,PhaC,PhaE,PhaG,PhaD,PrpE,PhaF,FabG,PhaP,PhaZ,PhaB,PhaR,Pcs,maoC,PhaC2,PhaI,PhaQ,HadA,PhaJ,Cat2,PduP,Pct,sum,Biosample_UID,Bioproject_UID,Biosample_keywords,Organism,Number CDS,Assembly UID,phylum,class,order,family,genus,species,lineage,Genome_accesion,Amphora_total_markers,Amphora_markers,Amphora_unique_markers,FTPlink,Assembly_accession,N50,CheckM_completeness,CheckM_contamination
1909913619,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,16056963,224116,['coast'],Erythrobacter sp. KMU-140,2902,8146801,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. KMU-140,"{1: 'root', 2: 'Bacteria', 1041: 'Erythrobacter', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 204457: 'Sphingomonadales', 335929: 'Erythrobacteraceae', 2633097: 'unclassified Erythrobacter', 2760803: 'Erythrobacter sp. KMU-140', 2800788: 'Erythrobacter/Porphyrobacter group'}",NZ_JACXLC010000001.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/705/715/GCF_014705715.1_ASM1470571v1,GCF_014705715.1_ASM1470571v1,2104804.0,98.79,0.17
1376251230,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8773154,224116,['marine'],Halomonas sp. SF2003,3443,1657901,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. SF2003,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 2745: 'Halomonas', 28256: 'Halomonadaceae', 131567: 'cellular organisms', 135619: 'Oceanospirillales', 2136172: 'Halomonas sp. SF2003', 2609666: 'unclassified Halomonas'}",NZ_CP028367.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/032/495/GCF_003032495.1_ASM303249v1,GCF_003032495.1_ASM303249v1,4358421.0,99.07,0.6
1328140459,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8283967,224116,"['seawater', 'sea']",Azoarcus pumilus,3080,1516211,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus pumilus,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 12960: 'Azoarcus', 28216: 'Betaproteobacteria', 131567: 'cellular organisms', 206389: 'Rhodocyclales', 2008794: 'Zoogloeaceae', 2067960: 'Azoarcus pumilus'}",NZ_CP025682.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/872/475/GCF_002872475.1_ASM287247v1,GCF_002872475.1_ASM287247v1,3225512.0,97.2,0.89
1327663101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7357684,224116,['sea'],Pseudoalteromonas,3383,1504181,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. NC201,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 53246: 'Pseudoalteromonas', 131567: 'cellular organisms', 135622: 'Alteromonadales', 194690: 'unclassified Pseudoalteromonas', 267888: 'Pseudoalteromonadaceae', 1514074: 'Pseudoalteromonas sp. NC201'}",NZ_CP022522.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/850/255/GCF_002850255.1_ASM285025v1,GCF_002850255.1_ASM285025v1,4134317.0,100.0,0.17
1795814854,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13567890,224116,['beach'],Cobetia sp. L2A1,3379,5412131,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,Cobetia sp. L2A1,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 28256: 'Halomonadaceae', 131567: 'cellular organisms', 135619: 'Oceanospirillales', 204286: 'Cobetia', 2609414: 'unclassified Cobetia', 2686360: 'Cobetia sp. L2A1'}",NZ_CP047025.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/796/845/GCF_009796845.1_ASM979684v1,GCF_009796845.1_ASM979684v1,4118938.0,99.14,0.52
1949124953,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3956615,224116,['marine'],Thioclava electrotropha,3955,8870921,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava,Thioclava electrotropha,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 31989: 'Rhodobacteraceae', 131567: 'cellular organisms', 204455: 'Rhodobacterales', 285107: 'Thioclava', 1549850: 'Thioclava electrotropha'}",NZ_CP053562.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/085/925/GCF_002085925.2_ASM208592v2,GCF_002085925.2_ASM208592v2,4267812.0,99.39,0.15
1431147452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9210928,224116,['tidal'],Chromobacterium phragmitis,4696,1822361,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium phragmitis,"{1: 'root', 2: 'Bacteria', 535: 'Chromobacterium', 1224: 'Proteobacteria', 28216: 'Betaproteobacteria', 90153: 'Chromobacterium group', 131567: 'cellular organisms', 206351: 'Neisseriales', 1499392: 'Chromobacteriaceae', 2202141: 'Chromobacterium phragmitis'}",NZ_CP029495.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/325/475/GCF_003325475.1_ASM332547v1,GCF_003325475.1_ASM332547v1,4789562.0,99.04,0.88
1280937569,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8031326,224116,['tidal'],Qipengyuania seohaensis,2858,1451551,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Qipengyuania,Qipengyuania seohaensis,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 131567: 'cellular organisms', 204457: 'Sphingomonadales', 266951: 'Qipengyuania seohaensis', 335929: 'Erythrobacteraceae', 1855416: 'Qipengyuania'}",NZ_CP024920.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/865/GCF_002795865.1_ASM279586v1,GCF_002795865.1_ASM279586v1,2942673.0,99.82,0.07
1946843511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3956615,291933,['marine'],Thioclava electrotropha,3942,8870921,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava,Thioclava electrotropha,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 31989: 'Rhodobacteraceae', 131567: 'cellular organisms', 204455: 'Rhodobacterales', 285107: 'Thioclava', 1549850: 'Thioclava electrotropha'}",CP053562.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/085/925/GCF_002085925.2_ASM208592v2,GCF_002085925.2_ASM208592v2,4267812.0,99.39,0.15
1242724526,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,7593956,224116,['marine'],Bacillus cereus,5213,1191521,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,"{1: 'root', 2: 'Bacteria', 1239: 'Firmicutes', 1385: 'Bacillales', 1386: 'Bacillus', 1396: 'Bacillus cereus', 86661: 'Bacillus cereus group', 91061: 'Bacilli', 131567: 'cellular organisms', 186817: 'Bacillaceae', 1783272: 'Terrabacteria group'}",NZ_CP023179.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/290/105/GCF_002290105.1_ASM229010v1,GCF_002290105.1_ASM229010v1,5279524.0,99.23,0.47
1215205804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7256639,224116,['coast'],Halomonas sp. N3-2A,4415,1151731,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. N3-2A,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 2745: 'Halomonas', 28256: 'Halomonadaceae', 131567: 'cellular organisms', 135619: 'Oceanospirillales', 2014541: 'Halomonas sp. N3-2A', 2609666: 'unclassified Halomonas'}",NZ_CP022286.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/165/GCF_002216165.1_ASM221616v1,GCF_002216165.1_ASM221616v1,1350929.0,99.86,2.03
1093974866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5920294,224116,['tidal'],Marinobacter salinus,3825,859911,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter salinus,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 2742: 'Marinobacter', 72275: 'Alteromonadaceae', 131567: 'cellular organisms', 135622: 'Alteromonadales', 1874317: 'Marinobacter salinus'}",NZ_CP017715.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/125/GCF_001854125.1_ASM185412v1,GCF_001854125.1_ASM185412v1,4121005.0,100.0,0.52
1847241379,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14082600,224116,['Pacific'],Halomonas meridiana,3217,6279111,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas meridiana,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 2745: 'Halomonas', 28256: 'Halomonadaceae', 29570: 'Halomonas meridiana', 131567: 'cellular organisms', 135619: 'Oceanospirillales'}",NZ_AP022821.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/398/715/GCF_011398715.1_ASM1139871v1,GCF_011398715.1_ASM1139871v1,3591816.0,100.0,0.43
1096180030,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5726021,224116,['sea'],Rhodobacter sp. LPB0142,3452,870291,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sp. LPB0142,"{1: 'root', 2: 'Bacteria', 1060: 'Rhodobacter', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 31989: 'Rhodobacteraceae', 131567: 'cellular organisms', 196779: 'unclassified Rhodobacter', 204455: 'Rhodobacterales', 1850250: 'Rhodobacter sp. LPB0142'}",NZ_CP017781.1,32,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/856/665/GCF_001856665.1_ASM185666v1,GCF_001856665.1_ASM185666v1,3462926.0,99.39,1.11
860343791,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3701403,224116,"['sea', 'sea-ice']",Marinobacter psychrophilus,3669,358041,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter psychrophilus,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 2742: 'Marinobacter', 72275: 'Alteromonadaceae', 131567: 'cellular organisms', 135622: 'Alteromonadales', 330734: 'Marinobacter psychrophilus'}",NZ_CP011494.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/175/GCF_001043175.1_ASM104317v1,GCF_001043175.1_ASM104317v1,3998597.0,99.99,0.0
640636421,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2721584,224116,['coast'],Sulfitobacter guttiformis KCTC 32187,3540,142231,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter guttiformis,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 60136: 'Sulfitobacter', 74349: 'Sulfitobacter guttiformis', 131567: 'cellular organisms', 204455: 'Rhodobacterales', 1443111: 'Sulfitobacter guttiformis KCTC 32187', 2854170: 'Roseobacteraceae'}",NZ_JASG01000004.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/425/GCF_000622425.1_32187_draft,GCF_000622425.1_32187_draft,3800602.0,99.25,0.8
473827406,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2484234,224116,['sea'],Thalassolituus oleivorans MIL-1,3667,575258,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus,Thalassolituus oleivorans,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 131567: 'cellular organisms', 135619: 'Oceanospirillales', 135620: 'Oceanospirillaceae', 187492: 'Thalassolituus', 187493: 'Thalassolituus oleivorans', 1298593: 'Thalassolituus oleivorans MIL-1'}",NC_020888.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/355/675/GCF_000355675.1_ASM35567v1,GCF_000355675.1_ASM35567v1,3920328.0,99.48,1.41
1940979542,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8912472,224116,['marine'],Pseudooceanicola algae,3404,8694041,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola,Pseudooceanicola algae,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 28211: 'Alphaproteobacteria', 31989: 'Rhodobacteraceae', 131567: 'cellular organisms', 204455: 'Rhodobacterales', 1537215: 'Pseudooceanicola algae', 1679449: 'Pseudooceanicola'}",NZ_CP060436.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/590/145/GCF_003590145.2_ASM359014v2,GCF_003590145.2_ASM359014v2,3732046.0,98.49,0.11
1072327459,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4508260,224116,"['seawater', 'sea']",Pseudoalteromonas luteoviolacea,4134,804381,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas luteoviolacea,"{1: 'root', 2: 'Bacteria', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 43657: 'Pseudoalteromonas luteoviolacea', 53246: 'Pseudoalteromonas', 131567: 'cellular organisms', 135622: 'Alteromonadales', 267888: 'Pseudoalteromonadaceae'}",NZ_CP015415.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/185/GCF_001750185.1_ASM175018v1,GCF_001750185.1_ASM175018v1,4900223.0,100.0,0.84
749313828,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2692943,224116,['marine'],Pseudomonas stutzeri,4365,163671,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,"{1: 'root', 2: 'Bacteria', 286: 'Pseudomonas', 316: 'Pseudomonas stutzeri', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 72274: 'Pseudomonadales', 131567: 'cellular organisms', 135621: 'Pseudomonadaceae', 136846: 'Pseudomonas stutzeri group', 578833: 'Pseudomonas stutzeri subgroup'}",NZ_CP007509.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/661/915/GCF_000661915.1_ASM66191v1,GCF_000661915.1_ASM66191v1,4725662.0,100.0,0.55
1124259670,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5589875,224116,['sea'],Pseudomonas syringae pv. actinidiae,5818,930591,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae,"{1: 'root', 2: 'Bacteria', 286: 'Pseudomonas', 317: 'Pseudomonas syringae', 1224: 'Proteobacteria', 1236: 'Gammaproteobacteria', 72274: 'Pseudomonadales', 103796: 'Pseudomonas syringae pv. actinidiae', 131567: 'cellular organisms', 135621: 'Pseudomonadaceae', 136849: 'Pseudomonas syringae group', 251695: 'Pseudomonas syringae group genomosp. 1', 264449: 'Pseudomonas syringae group pathovars incertae sedis'}",NZ_CP017009.1,31,"['frr', 'rpsM', 'rplT', 'rplN', 'rplS', 'pgk', 'rpsC', 'rpsE', 'rpsB', 'rplA', 'rplF', 'rplE', 'nusA', 'dnaG', 'pyrG', 'infC', 'rplK', 'smpB', 'rplC', 'rpmA', 'rpsK', 'rpsI', 'rpoB', 'rplL', 'rpsJ', 'rplB', 'rplD', 'rpsS', 'tsf', 'rplP', 'rplM']",31.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/913/235/GCF_001913235.1_ASM191323v1,GCF_001913235.1_ASM191323v1,6545910.0,100.0,0.22
